0.01478717	-0.08938301	-0.0076978244	-0.010093358	-0.034534696	-0.05389681	-0.046333417	-0.021271996	0.022574417	-0.0657483	0.012036119	0.058486313	0.103680216	0.021817628	-0.108973846	-0.041327856
-0.040593583	-0.024610056	-0.0024880134	-0.024917582	-0.04294989	-0.045448743	-0.014666318	-0.05012694	-0.026309233	-0.0149469	-0.0061999043	0.014547296	0.16807106	-0.0017959959	-0.036107987	-0.027264953
0.06872182	-0.056723207	0.054484673	0.0044994853	-0.1445804	-0.08213784	0.035240993	-0.020125832	-0.054700278	-0.08202066	-0.0011725561	0.0565323	0.09897499	0.009797719	-0.0021677415	0.04321268
-0.012721954	-0.03503458	0.029801011	0.027788611	-0.045828767	-0.13194595	-0.008949588	-0.025896516	-0.04317857	-0.1069302	-0.05045749	0.018137524	0.1439091	-0.009769409	-0.08423265	-0.0071081137
-0.005405354	-0.09225124	-0.055796284	0.0052344934	-0.089302264	-0.10747753	-0.02747693	0.0029239948	-0.011860916	-0.1069143	-0.031235807	-0.01924674	0.07926475	-0.020269096	-0.07263189	0.037154797
7.847618e-06	-0.07931984	0.01840723	0.04576214	0.01565094	-0.028976167	-0.038199227	-0.02885695	-0.07624369	-0.079881415	0.011862826	-0.040446613	0.10369905	-0.015980557	-0.06274581	-0.042115565
-0.020145386	-0.024111507	-0.026701648	0.09982259	-0.059028063	0.008385114	-0.051085602	-0.048489593	0.02377033	-0.07042197	0.009049212	0.033056326	0.18259914	0.02076995	-0.019692432	0.017932957
0.002261899	-0.046581175	0.049473878	-0.018648429	-0.013382988	-0.056331437	-0.07202698	-0.03897129	0.040566422	-0.07921444	-0.026434144	0.004034393	0.10945859	0.056091595	-0.050489254	-0.0058833994
-0.012481786	-0.08784096	0.0038809073	0.0016698329	0.005568124	-0.04925743	0.039354507	-0.039912272	-0.060073514	-0.05610929	0.014823905	0.025847085	0.07627355	0.07197943	-0.03873815	0.0011519239
0.07594416	-0.011056976	0.0013304584	-0.032444246	-0.035669062	-0.10618035	-0.052093178	0.03273201	-0.04709617	-0.0544882	0.0143970335	0.0072468575	0.18081154	0.025686689	0.028137786	-0.04251282
0.023253115	-0.032924853	-0.05622886	0.009566398	0.036866717	-0.13143735	0.01581868	0.031124527	0.0645453	0.018109491	0.06473623	-0.027937314	0.13358256	0.031216081	0.04057188	-0.031950142
0.02848833	-0.07781209	-0.014025869	0.07166794	0.028956465	-0.06295146	-0.023675313	-0.017791195	0.059833333	-0.035433795	0.042479433	0.01025224	0.14850844	0.023613274	-0.068979576	-0.02360043
